date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:04:21	725542/725542	---M--	200	added ('OK')	image/jpeg	date:Thu,%2028%20Jun%202018%2013:09:08%20GMT	https://demos.creative-tim.com/material-dashboard-pro/assets/img/bg-pricing.jpg	D:/Modern/Template/demos.creative-tim.com/material-dashboard-pro/assets/img/bg-pricing.jpg	(from https://demos.creative-tim.com/material-dashboard-pro/examples/pages/pricing.html)
10:04:21	74370/74370	---M--	200	added ('OK')	image/jpeg	date:Thu,%2028%20Jun%202018%2013:09:08%20GMT	https://demos.creative-tim.com/material-dashboard-pro/assets/img/faces/card-profile1-square.jpg	D:/Modern/Template/demos.creative-tim.com/material-dashboard-pro/assets/img/faces/card-profile1-square.jpg	(from https://demos.creative-tim.com/material-dashboard-pro/examples/pages/rtl.html)
10:04:22	545914/545914	---M--	200	added ('OK')	image/jpeg	date:Thu,%2028%20Jun%202018%2013:09:08%20GMT	https://demos.creative-tim.com/material-dashboard-pro/assets/img/register.jpg	D:/Modern/Template/demos.creative-tim.com/material-dashboard-pro/assets/img/register.jpg	(from https://demos.creative-tim.com/material-dashboard-pro/examples/pages/register.html)
10:04:22	547677/547677	---M--	200	added ('OK')	image/jpeg	date:Thu,%2028%20Jun%202018%2013:09:08%20GMT	https://demos.creative-tim.com/material-dashboard-pro/assets/img/login.jpg	D:/Modern/Template/demos.creative-tim.com/material-dashboard-pro/assets/img/login.jpg	(from https://demos.creative-tim.com/material-dashboard-pro/examples/pages/login.html)
10:04:23	54633/54633	---M--	200	added ('OK')	image/jpeg	date:Thu,%2028%20Jun%202018%2013:09:08%20GMT	https://demos.creative-tim.com/material-dashboard-pro/assets/img/faces/marc.jpg	D:/Modern/Template/demos.creative-tim.com/material-dashboard-pro/assets/img/faces/marc.jpg	(from https://demos.creative-tim.com/material-dashboard-pro/examples/pages/user.html)
10:04:23	1089/1089	---MCZ	200	added ('OK')	application/javascript	etag:W/%225b44848f-441%22	https://demos.creative-tim.com/cdn-cgi/scripts/f2bf09f8/cloudflare-static/email-decode.min.js	D:/Modern/Template/demos.creative-tim.com/cdn-cgi/scripts/f2bf09f8/cloudflare-static/email-decode.min.js	(from https://demos.creative-tim.com/material-dashboard-pro/examples/forms/regular.html)
10:04:23	1006309/1006309	---M--	200	added ('OK')	image/jpeg	date:Thu,%2028%20Jun%202018%2013:09:08%20GMT	https://demos.creative-tim.com/material-dashboard-pro/assets/img/lock.jpg	D:/Modern/Template/demos.creative-tim.com/material-dashboard-pro/assets/img/lock.jpg	(from https://demos.creative-tim.com/material-dashboard-pro/examples/pages/lock.html)
10:04:24	44534/44534	---M--	200	added ('OK')	image/jpeg	date:Thu,%2028%20Jun%202018%2013:09:08%20GMT	https://demos.creative-tim.com/material-dashboard-pro/assets/img/image_placeholder.jpg	D:/Modern/Template/demos.creative-tim.com/material-dashboard-pro/assets/img/image_placeholder.jpg	(from https://demos.creative-tim.com/material-dashboard-pro/examples/forms/extended.html)
10:04:24	18015/18015	---M--	200	added ('OK')	image/jpeg	date:Thu,%2028%20Jun%202018%2013:09:08%20GMT	https://demos.creative-tim.com/material-dashboard-pro/assets/img/placeholder.jpg	D:/Modern/Template/demos.creative-tim.com/material-dashboard-pro/assets/img/placeholder.jpg	(from https://demos.creative-tim.com/material-dashboard-pro/examples/forms/extended.html)
10:04:24	9340/9340	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2012%20Jul%202018%2005:04:11%20GMT	https://demos.creative-tim.com/material-dashboard-pro/examples/forms/true	D:/Modern/Template/demos.creative-tim.com/material-dashboard-pro/examples/forms/true	(from https://demos.creative-tim.com/material-dashboard-pro/examples/forms/validation.html)
10:04:25	2864/2864	---M--	200	added ('OK')	image/png	date:Thu,%2028%20Jun%202018%2013:09:08%20GMT	https://demos.creative-tim.com/material-dashboard-pro/assets/img/default-avatar.png	D:/Modern/Template/demos.creative-tim.com/material-dashboard-pro/assets/img/default-avatar.png	(from https://demos.creative-tim.com/material-dashboard-pro/examples/forms/wizard.html)
10:04:25	12146/12146	---M--	200	added ('OK')	image/jpeg	date:Thu,%2028%20Jun%202018%2013:09:08%20GMT	https://demos.creative-tim.com/material-dashboard-pro/assets/img/product1.jpg	D:/Modern/Template/demos.creative-tim.com/material-dashboard-pro/assets/img/product1.jpg	(from https://demos.creative-tim.com/material-dashboard-pro/examples/tables/extended.html)
10:04:26	9677/9677	---M--	200	added ('OK')	image/jpeg	date:Thu,%2028%20Jun%202018%2013:09:08%20GMT	https://demos.creative-tim.com/material-dashboard-pro/assets/img/product2.jpg	D:/Modern/Template/demos.creative-tim.com/material-dashboard-pro/assets/img/product2.jpg	(from https://demos.creative-tim.com/material-dashboard-pro/examples/tables/extended.html)
10:04:26	21624/21624	---M--	200	added ('OK')	image/jpeg	date:Thu,%2028%20Jun%202018%2013:09:08%20GMT	https://demos.creative-tim.com/material-dashboard-pro/assets/img/product3.jpg	D:/Modern/Template/demos.creative-tim.com/material-dashboard-pro/assets/img/product3.jpg	(from https://demos.creative-tim.com/material-dashboard-pro/examples/tables/extended.html)
